transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,total_amount,week,weekday,transaction_hour
24781,2023-02-13,20:18:17,2,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,2023-02-13/2023-02-19,Monday,20
24782,2023-02-13,20:31:34,1,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,2023-02-13/2023-02-19,Monday,20
24783,2023-02-13,20:45:26,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,2023-02-13/2023-02-19,Monday,20
24784,2023-02-13,20:45:26,2,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,1.6,2023-02-13/2023-02-19,Monday,20
24785,2023-02-13,20:48:13,2,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,6.0,2023-02-13/2023-02-19,Monday,20
24786,2023-02-13,20:48:13,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,1.6,2023-02-13/2023-02-19,Monday,20
24787,2023-02-14,07:05:05,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,2023-02-13/2023-02-19,Tuesday,7
24788,2023-02-14,07:12:29,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,2023-02-13/2023-02-19,Tuesday,7
24789,2023-02-14,07:12:29,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2023-02-13/2023-02-19,Tuesday,7
24790,2023-02-14,07:12:29,1,5,Lower Manhattan,21,13.33,Packaged Chocolate,Drinking Chocolate,Chili Mayan,13.33,2023-02-13/2023-02-19,Tuesday,7
24791,2023-02-14,07:31:59,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0,2023-02-13/2023-02-19,Tuesday,7
24792,2023-02-14,07:36:12,2,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0,2023-02-13/2023-02-19,Tuesday,7
24793,2023-02-14,07:43:02,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,2023-02-13/2023-02-19,Tuesday,7
24794,2023-02-14,07:43:02,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,0.8,2023-02-13/2023-02-19,Tuesday,7
24795,2023-02-14,07:43:02,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,2023-02-13/2023-02-19,Tuesday,7
24796,2023-02-14,07:44:58,2,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0,2023-02-13/2023-02-19,Tuesday,7
24797,2023-02-14,07:44:58,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2023-02-13/2023-02-19,Tuesday,7
24798,2023-02-14,07:47:29,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,2023-02-13/2023-02-19,Tuesday,7
24799,2023-02-14,07:49:28,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,2023-02-13/2023-02-19,Tuesday,7
24800,2023-02-14,07:54:04,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,2023-02-13/2023-02-19,Tuesday,7
24801,2023-02-14,07:54:04,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup,0.8,2023-02-13/2023-02-19,Tuesday,7
24802,2023-02-14,07:55:41,2,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,2023-02-13/2023-02-19,Tuesday,7
24803,2023-02-14,07:57:09,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,2023-02-13/2023-02-19,Tuesday,7
24804,2023-02-14,07:57:09,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8,2023-02-13/2023-02-19,Tuesday,7
24805,2023-02-14,07:57:09,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,2023-02-13/2023-02-19,Tuesday,7
24806,2023-02-14,08:00:12,1,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0,2023-02-13/2023-02-19,Tuesday,8
24807,2023-02-14,08:00:43,1,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,2023-02-13/2023-02-19,Tuesday,8
24808,2023-02-14,08:01:34,1,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0,2023-02-13/2023-02-19,Tuesday,8
24809,2023-02-14,08:01:44,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,2023-02-13/2023-02-19,Tuesday,8
24810,2023-02-14,08:03:04,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0,2023-02-13/2023-02-19,Tuesday,8
24811,2023-02-14,08:03:59,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,2023-02-13/2023-02-19,Tuesday,8
24812,2023-02-14,08:06:16,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,2023-02-13/2023-02-19,Tuesday,8
24813,2023-02-14,08:07:06,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0,2023-02-13/2023-02-19,Tuesday,8
24814,2023-02-14,08:07:28,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,2023-02-13/2023-02-19,Tuesday,8
24815,2023-02-14,08:07:28,1,8,Hell's Kitchen,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,2023-02-13/2023-02-19,Tuesday,8
24816,2023-02-14,08:08:13,1,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,3.0,2023-02-13/2023-02-19,Tuesday,8
24817,2023-02-14,08:08:13,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8,2023-02-13/2023-02-19,Tuesday,8
24818,2023-02-14,08:10:25,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0,2023-02-13/2023-02-19,Tuesday,8
24819,2023-02-14,08:10:25,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2023-02-13/2023-02-19,Tuesday,8
24820,2023-02-14,08:11:03,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,2023-02-13/2023-02-19,Tuesday,8
24821,2023-02-14,08:13:22,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0,2023-02-13/2023-02-19,Tuesday,8
24822,2023-02-14,08:13:22,1,8,Hell's Kitchen,11,8.95,Loose Tea,Herbal tea,Lemon Grass,8.95,2023-02-13/2023-02-19,Tuesday,8
24823,2023-02-14,08:13:31,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0,2023-02-13/2023-02-19,Tuesday,8
24824,2023-02-14,08:13:31,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2023-02-13/2023-02-19,Tuesday,8
24825,2023-02-14,08:13:34,2,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0,2023-02-13/2023-02-19,Tuesday,8
24826,2023-02-14,08:14:28,2,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0,2023-02-13/2023-02-19,Tuesday,8
24827,2023-02-14,08:15:47,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,2023-02-13/2023-02-19,Tuesday,8
24828,2023-02-14,08:16:31,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0,2023-02-13/2023-02-19,Tuesday,8
24829,2023-02-14,08:17:51,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,2023-02-13/2023-02-19,Tuesday,8
24830,2023-02-14,08:19:23,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,3.75,2023-02-13/2023-02-19,Tuesday,8
24831,2023-02-14,08:19:23,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup,0.8,2023-02-13/2023-02-19,Tuesday,8
24832,2023-02-14,08:19:23,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2023-02-13/2023-02-19,Tuesday,8
24833,2023-02-14,08:20:22,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0,2023-02-13/2023-02-19,Tuesday,8
24834,2023-02-14,08:20:22,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2023-02-13/2023-02-19,Tuesday,8
24835,2023-02-14,08:20:38,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5.0,2023-02-13/2023-02-19,Tuesday,8
24836,2023-02-14,08:20:54,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,2023-02-13/2023-02-19,Tuesday,8
24837,2023-02-14,08:20:56,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0,2023-02-13/2023-02-19,Tuesday,8
24838,2023-02-14,08:21:28,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,2023-02-13/2023-02-19,Tuesday,8
24839,2023-02-14,08:21:48,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,2023-02-13/2023-02-19,Tuesday,8
24840,2023-02-14,08:21:48,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,3.25,2023-02-13/2023-02-19,Tuesday,8
24841,2023-02-14,08:22:31,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,2023-02-13/2023-02-19,Tuesday,8
24842,2023-02-14,08:22:31,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2023-02-13/2023-02-19,Tuesday,8
24843,2023-02-14,08:22:35,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2023-02-13/2023-02-19,Tuesday,8
24844,2023-02-14,08:22:35,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2023-02-13/2023-02-19,Tuesday,8
24845,2023-02-14,08:22:38,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0,2023-02-13/2023-02-19,Tuesday,8
24846,2023-02-14,08:22:41,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,2023-02-13/2023-02-19,Tuesday,8
24847,2023-02-14,08:23:34,1,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0,2023-02-13/2023-02-19,Tuesday,8
24848,2023-02-14,08:23:36,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,2023-02-13/2023-02-19,Tuesday,8
24849,2023-02-14,08:23:36,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8,2023-02-13/2023-02-19,Tuesday,8
24850,2023-02-14,08:23:42,1,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,3.0,2023-02-13/2023-02-19,Tuesday,8
24851,2023-02-14,08:23:44,2,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6.0,2023-02-13/2023-02-19,Tuesday,8
24852,2023-02-14,08:23:51,2,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,2023-02-13/2023-02-19,Tuesday,8
24853,2023-02-14,08:25:23,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,2023-02-13/2023-02-19,Tuesday,8
24854,2023-02-14,08:25:23,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,2023-02-13/2023-02-19,Tuesday,8
24855,2023-02-14,08:25:23,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8,2023-02-13/2023-02-19,Tuesday,8
24856,2023-02-14,08:27:30,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,2023-02-13/2023-02-19,Tuesday,8
24857,2023-02-14,08:27:30,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2023-02-13/2023-02-19,Tuesday,8
24858,2023-02-14,08:27:30,1,8,Hell's Kitchen,13,8.95,Loose Tea,Black tea,English Breakfast,8.95,2023-02-13/2023-02-19,Tuesday,8
24859,2023-02-14,08:27:43,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,2023-02-13/2023-02-19,Tuesday,8
24860,2023-02-14,08:27:52,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,2023-02-13/2023-02-19,Tuesday,8
24861,2023-02-14,08:28:21,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,2023-02-13/2023-02-19,Tuesday,8
24862,2023-02-14,08:28:21,1,3,Astoria,82,12.0,Branded,Housewares,I Need My Bean! Diner mug,12.0,2023-02-13/2023-02-19,Tuesday,8
24863,2023-02-14,08:28:32,1,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,3.0,2023-02-13/2023-02-19,Tuesday,8
24864,2023-02-14,08:28:32,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2023-02-13/2023-02-19,Tuesday,8
24865,2023-02-14,08:28:42,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,2023-02-13/2023-02-19,Tuesday,8
24866,2023-02-14,08:28:42,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,2023-02-13/2023-02-19,Tuesday,8
24867,2023-02-14,08:29:09,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,2023-02-13/2023-02-19,Tuesday,8
24868,2023-02-14,08:29:44,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,2023-02-13/2023-02-19,Tuesday,8
24869,2023-02-14,08:29:44,1,3,Astoria,2,18.0,Coffee beans,House blend Beans,Our Old Time Diner Blend,18.0,2023-02-13/2023-02-19,Tuesday,8
24870,2023-02-14,08:30:29,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,2023-02-13/2023-02-19,Tuesday,8
24871,2023-02-14,08:30:29,1,8,Hell's Kitchen,9,22.5,Coffee beans,Organic Beans,Organic Decaf Blend,22.5,2023-02-13/2023-02-19,Tuesday,8
24872,2023-02-14,08:30:53,2,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,2023-02-13/2023-02-19,Tuesday,8
24873,2023-02-14,08:31:23,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0,2023-02-13/2023-02-19,Tuesday,8
24874,2023-02-14,08:32:11,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,2023-02-13/2023-02-19,Tuesday,8
24875,2023-02-14,08:32:15,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,2023-02-13/2023-02-19,Tuesday,8
24876,2023-02-14,08:32:15,2,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,1.6,2023-02-13/2023-02-19,Tuesday,8
24877,2023-02-14,08:32:43,1,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,2023-02-13/2023-02-19,Tuesday,8
24878,2023-02-14,08:32:43,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,2023-02-13/2023-02-19,Tuesday,8
24879,2023-02-14,08:32:46,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,2023-02-13/2023-02-19,Tuesday,8
24880,2023-02-14,08:32:54,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,2023-02-13/2023-02-19,Tuesday,8
24881,2023-02-14,08:32:59,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,2023-02-13/2023-02-19,Tuesday,8
24882,2023-02-14,08:34:39,1,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,2023-02-13/2023-02-19,Tuesday,8
24883,2023-02-14,08:34:42,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0,2023-02-13/2023-02-19,Tuesday,8
24884,2023-02-14,08:35:47,1,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0,2023-02-13/2023-02-19,Tuesday,8
24885,2023-02-14,08:35:56,1,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0,2023-02-13/2023-02-19,Tuesday,8
24886,2023-02-14,08:37:03,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0,2023-02-13/2023-02-19,Tuesday,8
24887,2023-02-14,08:37:03,1,8,Hell's Kitchen,9,22.5,Coffee beans,Organic Beans,Organic Decaf Blend,22.5,2023-02-13/2023-02-19,Tuesday,8
24888,2023-02-14,08:38:13,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0,2023-02-13/2023-02-19,Tuesday,8
24889,2023-02-14,08:38:13,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,3.5,2023-02-13/2023-02-19,Tuesday,8
24890,2023-02-14,08:39:05,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,2023-02-13/2023-02-19,Tuesday,8
24891,2023-02-14,08:39:56,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,2023-02-13/2023-02-19,Tuesday,8
24892,2023-02-14,08:42:20,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,2023-02-13/2023-02-19,Tuesday,8
24893,2023-02-14,08:42:24,1,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,2023-02-13/2023-02-19,Tuesday,8
24894,2023-02-14,08:42:24,1,5,Lower Manhattan,82,12.0,Branded,Housewares,I Need My Bean! Diner mug,12.0,2023-02-13/2023-02-19,Tuesday,8
24895,2023-02-14,08:42:28,2,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0,2023-02-13/2023-02-19,Tuesday,8
24896,2023-02-14,08:43:27,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,2023-02-13/2023-02-19,Tuesday,8
24897,2023-02-14,08:43:33,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7.0,2023-02-13/2023-02-19,Tuesday,8
24898,2023-02-14,08:45:04,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,2023-02-13/2023-02-19,Tuesday,8
24899,2023-02-14,08:45:29,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,2023-02-13/2023-02-19,Tuesday,8
24900,2023-02-14,08:45:50,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,2023-02-13/2023-02-19,Tuesday,8
24901,2023-02-14,08:46:57,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,2023-02-13/2023-02-19,Tuesday,8
24902,2023-02-14,08:46:57,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8,2023-02-13/2023-02-19,Tuesday,8
24903,2023-02-14,08:47:13,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,2023-02-13/2023-02-19,Tuesday,8
24904,2023-02-14,08:47:13,1,8,Hell's Kitchen,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,2023-02-13/2023-02-19,Tuesday,8
24905,2023-02-14,08:47:24,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,2023-02-13/2023-02-19,Tuesday,8
24906,2023-02-14,08:47:24,2,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup,1.6,2023-02-13/2023-02-19,Tuesday,8
24907,2023-02-14,08:47:24,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2023-02-13/2023-02-19,Tuesday,8
24908,2023-02-14,08:47:44,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,2023-02-13/2023-02-19,Tuesday,8
24909,2023-02-14,08:47:56,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,2023-02-13/2023-02-19,Tuesday,8
24910,2023-02-14,08:47:56,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup,0.8,2023-02-13/2023-02-19,Tuesday,8
24911,2023-02-14,08:47:56,1,8,Hell's Kitchen,6,21.0,Coffee beans,Gourmet Beans,Ethiopia,21.0,2023-02-13/2023-02-19,Tuesday,8
24912,2023-02-14,08:48:44,1,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0,2023-02-13/2023-02-19,Tuesday,8
24913,2023-02-14,08:48:44,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2023-02-13/2023-02-19,Tuesday,8
24914,2023-02-14,08:48:52,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,2023-02-13/2023-02-19,Tuesday,8
24915,2023-02-14,08:49:17,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,2023-02-13/2023-02-19,Tuesday,8
24916,2023-02-14,08:49:17,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,3.5,2023-02-13/2023-02-19,Tuesday,8
24917,2023-02-14,08:50:07,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5.0,2023-02-13/2023-02-19,Tuesday,8
24918,2023-02-14,08:50:07,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2023-02-13/2023-02-19,Tuesday,8
24919,2023-02-14,08:51:26,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,2023-02-13/2023-02-19,Tuesday,8
24920,2023-02-14,08:51:26,1,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8,2023-02-13/2023-02-19,Tuesday,8
24921,2023-02-14,08:52:08,1,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0,2023-02-13/2023-02-19,Tuesday,8
24922,2023-02-14,08:52:46,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,2023-02-13/2023-02-19,Tuesday,8
24923,2023-02-14,08:53:33,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,2023-02-13/2023-02-19,Tuesday,8
24924,2023-02-14,08:53:53,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,2023-02-13/2023-02-19,Tuesday,8
24925,2023-02-14,08:53:53,2,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup,1.6,2023-02-13/2023-02-19,Tuesday,8
24926,2023-02-14,08:53:53,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,2023-02-13/2023-02-19,Tuesday,8
24927,2023-02-14,08:55:16,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,2023-02-13/2023-02-19,Tuesday,8
24928,2023-02-14,08:55:16,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup,0.8,2023-02-13/2023-02-19,Tuesday,8
24929,2023-02-14,08:55:50,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,2023-02-13/2023-02-19,Tuesday,8
24930,2023-02-14,08:55:50,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8,2023-02-13/2023-02-19,Tuesday,8
24931,2023-02-14,08:55:50,1,5,Lower Manhattan,83,14.0,Branded,Housewares,I Need My Bean! Latte cup,14.0,2023-02-13/2023-02-19,Tuesday,8
24932,2023-02-14,08:58:08,2,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0,2023-02-13/2023-02-19,Tuesday,8
24933,2023-02-14,08:58:18,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,2023-02-13/2023-02-19,Tuesday,8
24934,2023-02-14,08:58:18,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,3.25,2023-02-13/2023-02-19,Tuesday,8
24935,2023-02-14,08:58:18,1,3,Astoria,20,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,7.6,2023-02-13/2023-02-19,Tuesday,8
24936,2023-02-14,08:58:55,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0,2023-02-13/2023-02-19,Tuesday,8
24937,2023-02-14,08:58:59,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,2023-02-13/2023-02-19,Tuesday,8
24938,2023-02-14,09:00:49,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,2023-02-13/2023-02-19,Tuesday,9
24939,2023-02-14,09:00:49,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2023-02-13/2023-02-19,Tuesday,9
24940,2023-02-14,09:01:23,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,2023-02-13/2023-02-19,Tuesday,9
24941,2023-02-14,09:01:23,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,1.6,2023-02-13/2023-02-19,Tuesday,9
24942,2023-02-14,09:03:59,1,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,2023-02-13/2023-02-19,Tuesday,9
